IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
6990,"Educations, Library, and Training Occupations",2,Non-Hispanic Black,105
6990,"Educations, Library, and Training Occupations",2,Non-Hispanic White,143
6990,Food Preparation and Service Occupations,1,Non-Hispanic White,38
6990,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Asian,29
6990,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Black,43
6990,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Multiracial,13
6990,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,68
6990,Healthcare Practitioners and Technical Occupations,2,Hispanic White,59
6990,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Asian,61
6990,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,167
6990,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Multiracial,12
6990,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,651
6990,Healthcare Support Occupations,2,Hispanic AIAN,17
6990,Healthcare Support Occupations,2,Hispanic Other,29
6990,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,36
6990,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,29
6990,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,234
6990,Legal Occupations,1,Non-Hispanic Asian,104
6990,Legal Occupations,1,Non-Hispanic Black,9
6990,Legal Occupations,1,Non-Hispanic White,830
6990,Legal Occupations,2,Hispanic Other,15
6990,Legal Occupations,2,Hispanic White,28
6990,Legal Occupations,2,Non-Hispanic Asian,26
6990,Legal Occupations,2,Non-Hispanic Black,216
6990,Legal Occupations,2,Non-Hispanic Multiracial,12
6990,Legal Occupations,2,Non-Hispanic White,870
6990,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,19
6990,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,28
6990,Management Occupations,1,Hispanic Other,39
6990,Management Occupations,1,Hispanic White,103
6990,Management Occupations,1,Non-Hispanic Asian,472
6990,Management Occupations,1,Non-Hispanic Black,319
6990,Management Occupations,1,Non-Hispanic Multiracial,11
6990,Management Occupations,1,Non-Hispanic White,5028
6990,Management Occupations,2,Hispanic Asian,21
6990,Management Occupations,2,Hispanic Black,15
6990,Management Occupations,2,Hispanic Other,30
6990,Management Occupations,2,Hispanic White,175
6990,Management Occupations,2,Non-Hispanic Asian,199
6990,Management Occupations,2,Non-Hispanic Black,453
6990,Management Occupations,2,Non-Hispanic White,3781
6990,Office and Administrative Support Occupations,1,Hispanic AIAN,12
6990,Office and Administrative Support Occupations,1,Hispanic Other,221
6990,Office and Administrative Support Occupations,1,Hispanic White,666
6990,Office and Administrative Support Occupations,1,Non-Hispanic AIAN,45
6990,Office and Administrative Support Occupations,1,Non-Hispanic Asian,183
6990,Office and Administrative Support Occupations,1,Non-Hispanic Black,622
6990,Office and Administrative Support Occupations,1,Non-Hispanic Multiracial,170
6990,Office and Administrative Support Occupations,1,Non-Hispanic White,4319
6990,Office and Administrative Support Occupations,2,Hispanic AIAN,21
6990,Office and Administrative Support Occupations,2,Hispanic Black,31
6990,Office and Administrative Support Occupations,2,Hispanic Multiracial,35
6990,Office and Administrative Support Occupations,2,Hispanic Other,1134
6990,Office and Administrative Support Occupations,2,Hispanic White,1640
6990,Office and Administrative Support Occupations,2,Non-Hispanic AIAN,26
6990,Office and Administrative Support Occupations,2,Non-Hispanic Asian,686
6990,Office and Administrative Support Occupations,2,Non-Hispanic Black,3951
6990,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,187
6990,Office and Administrative Support Occupations,2,Non-Hispanic White,14307
6990,Personal Care and Service Occupations,2,Non-Hispanic White,12
6990,Production Occupations,1,Hispanic White,13
6990,Production Occupations,1,Non-Hispanic Asian,16
6990,Production Occupations,1,Non-Hispanic Black,33
6990,Production Occupations,1,Non-Hispanic White,160
6990,Production Occupations,2,Hispanic White,29
6990,Production Occupations,2,Non-Hispanic Black,48
6990,Production Occupations,2,Non-Hispanic White,27
6990,Protective Service Occupations,1,Non-Hispanic Black,62
6990,Protective Service Occupations,1,Non-Hispanic White,196
6990,Protective Service Occupations,2,Non-Hispanic Black,30
6990,Protective Service Occupations,2,Non-Hispanic White,82
6990,Sales and Related Occupations,1,Hispanic Black,29
6990,Sales and Related Occupations,1,Hispanic Multiracial,28
6990,Sales and Related Occupations,1,Hispanic Other,304
6990,Sales and Related Occupations,1,Hispanic White,720
6990,Sales and Related Occupations,1,Non-Hispanic AIAN,17
6990,Sales and Related Occupations,1,Non-Hispanic Asian,768
6990,Sales and Related Occupations,1,Non-Hispanic Black,1485
6990,Sales and Related Occupations,1,Non-Hispanic Multiracial,227
6990,Sales and Related Occupations,1,Non-Hispanic White,11134
6990,Sales and Related Occupations,2,Hispanic Black,40
6990,Sales and Related Occupations,2,Hispanic Multiracial,20
6990,Sales and Related Occupations,2,Hispanic Other,465
6990,Sales and Related Occupations,2,Hispanic White,840
6990,Sales and Related Occupations,2,Non-Hispanic Asian,626
6990,Sales and Related Occupations,2,Non-Hispanic Black,2291
6990,Sales and Related Occupations,2,Non-Hispanic Multiracial,133
6990,Sales and Related Occupations,2,Non-Hispanic Other,36
6990,Sales and Related Occupations,2,Non-Hispanic White,9354
6990,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,4
6990,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,18
7070,Architecture and Engineering Occupations,1,Hispanic Black,42
7070,Architecture and Engineering Occupations,1,Hispanic White,38
7070,Architecture and Engineering Occupations,1,Non-Hispanic Black,65
7070,Architecture and Engineering Occupations,1,Non-Hispanic Multiracial,11
7070,Architecture and Engineering Occupations,1,Non-Hispanic White,58
7070,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,9
7070,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,110
7070,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,48
7070,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Multiracial,11
7070,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,189
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic AIAN,19
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Multiracial,69
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,1190
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,965
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Asian,196
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,1410
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Multiracial,16
7070,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,2656
7070,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic Other,269
7070,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic White,145
7070,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Black,405
7070,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Multiracial,30
7070,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,614
7070,Business and Financial Operations Occupations,1,Hispanic Black,49
7070,Business and Financial Operations Occupations,1,Hispanic Other,27
7070,Business and Financial Operations Occupations,1,Hispanic White,116
7070,Business and Financial Operations Occupations,1,Non-Hispanic Asian,279
7070,Business and Financial Operations Occupations,1,Non-Hispanic Black,164
7070,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,48
7070,Business and Financial Operations Occupations,1,Non-Hispanic White,2982
7070,Business and Financial Operations Occupations,2,Hispanic Black,23
7070,Business and Financial Operations Occupations,2,Hispanic Other,10
7070,Business and Financial Operations Occupations,2,Hispanic White,95
7070,Business and Financial Operations Occupations,2,Non-Hispanic Asian,332
7070,Business and Financial Operations Occupations,2,Non-Hispanic Black,463
7070,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,33
7070,Business and Financial Operations Occupations,2,Non-Hispanic White,2178
7070,Community and Social Services Occupations,1,Hispanic Other,53
7070,Community and Social Services Occupations,1,Non-Hispanic Black,9
7070,Community and Social Services Occupations,1,Non-Hispanic White,42
7070,Community and Social Services Occupations,2,Hispanic White,16
7070,Community and Social Services Occupations,2,Non-Hispanic Asian,21
7070,Community and Social Services Occupations,2,Non-Hispanic Black,38
7070,Community and Social Services Occupations,2,Non-Hispanic White,110
7070,Computer and Mathematical Occupations,1,Hispanic Black,16
7070,Computer and Mathematical Occupations,1,Hispanic Multiracial,20
7070,Computer and Mathematical Occupations,1,Hispanic Other,15
7070,Computer and Mathematical Occupations,1,Hispanic White,60
7070,Computer and Mathematical Occupations,1,Non-Hispanic Asian,14
7070,Computer and Mathematical Occupations,1,Non-Hispanic Black,59
7070,Computer and Mathematical Occupations,1,Non-Hispanic White,348
7070,Computer and Mathematical Occupations,2,Non-Hispanic Asian,39
7070,Computer and Mathematical Occupations,2,Non-Hispanic Black,124
7070,Computer and Mathematical Occupations,2,Non-Hispanic White,221
7070,Construction and Extraction Occupations,1,Hispanic Multiracial,17
7070,Construction and Extraction Occupations,1,Hispanic Other,179
7070,Construction and Extraction Occupations,1,Hispanic White,180
7070,Construction and Extraction Occupations,1,Non-Hispanic Asian,38
7070,Construction and Extraction Occupations,1,Non-Hispanic Black,185
7070,Construction and Extraction Occupations,1,Non-Hispanic Multiracial,11
7070,Construction and Extraction Occupations,1,Non-Hispanic White,919
7070,Construction and Extraction Occupations,2,Non-Hispanic Black,55
7070,Construction and Extraction Occupations,2,Non-Hispanic Other,12
7070,Construction and Extraction Occupations,2,Non-Hispanic White,16
7070,"Educations, Library, and Training Occupations",2,Non-Hispanic White,23
7070,Food Preparation and Service Occupations,1,Hispanic Other,74
7070,Food Preparation and Service Occupations,1,Hispanic White,43
7070,Food Preparation and Service Occupations,1,Non-Hispanic White,149
7070,Food Preparation and Service Occupations,2,Hispanic Other,32
7070,Food Preparation and Service Occupations,2,Hispanic White,74
7070,Food Preparation and Service Occupations,2,Non-Hispanic Asian,82
7070,Food Preparation and Service Occupations,2,Non-Hispanic Black,25
7070,Food Preparation and Service Occupations,2,Non-Hispanic White,134
7070,Healthcare Practitioners and Technical Occupations,2,Hispanic White,77
7070,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,9
7070,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,75
7070,Healthcare Support Occupations,1,Non-Hispanic White,22
7070,Healthcare Support Occupations,2,Non-Hispanic Black,27
7070,Healthcare Support Occupations,2,Non-Hispanic White,44
7070,"Installation, Maintenance, and Repair Occupations",1,Hispanic AIAN,33
7070,"Installation, Maintenance, and Repair Occupations",1,Hispanic Black,16
7070,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,257
7070,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,786
7070,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic AIAN,6
7070,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Asian,35
7070,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,408
7070,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,1325
7070,"Installation, Maintenance, and Repair Occupations",2,Hispanic Black,10
7070,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic Black,34
7070,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,21
7070,Legal Occupations,1,Non-Hispanic Asian,16
7070,Legal Occupations,1,Non-Hispanic White,157
7070,Legal Occupations,2,Hispanic Other,30
7070,Legal Occupations,2,Hispanic White,21
7070,Legal Occupations,2,Non-Hispanic Asian,44
7070,Legal Occupations,2,Non-Hispanic Black,99
7070,Legal Occupations,2,Non-Hispanic White,602
7070,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,15
7070,Management Occupations,1,Hispanic AIAN,30
7070,Management Occupations,1,Hispanic Black,11
7070,Management Occupations,1,Hispanic Multiracial,16
7070,Management Occupations,1,Hispanic Other,449
7070,Management Occupations,1,Hispanic White,595
7070,Management Occupations,1,Non-Hispanic Asian,397
7070,Management Occupations,1,Non-Hispanic Black,1067
7070,Management Occupations,1,Non-Hispanic Multiracial,197
7070,Management Occupations,1,Non-Hispanic White,8776
7070,Management Occupations,2,Hispanic Black,15
7070,Management Occupations,2,Hispanic Other,218
7070,Management Occupations,2,Hispanic White,595
7070,Management Occupations,2,Non-Hispanic Asian,321
7070,Management Occupations,2,Non-Hispanic Black,1538
7070,Management Occupations,2,Non-Hispanic Multiracial,56
7070,Management Occupations,2,Non-Hispanic Other,118
7070,Management Occupations,2,Non-Hispanic White,7141
7070,Office and Administrative Support Occupations,1,Hispanic Multiracial,21
7070,Office and Administrative Support Occupations,1,Hispanic Other,51
7070,Office and Administrative Support Occupations,1,Hispanic White,108
7070,Office and Administrative Support Occupations,1,Non-Hispanic Asian,37
